Gene.symbol,adj.P.Val,P.Value,logFC
MS4A14,1,8.55E-01,1.51E-02
DAB2,1,8.55E-01,4.99E-02
ERICH1,1,8.55E-01,4.20E-02
,1,8.55E-01,2.38E-03
BTBD9,1,8.55E-01,5.78E-03
ZNF227,1,8.55E-01,-4.89E-02
TROAP,1,8.55E-01,-3.84E-02
ACSBG2,1,8.55E-01,-5.30E-03
PKD2,1,8.55E-01,5.90E-02
SNX5,1,8.55E-01,-2.31E-02
RAB3GAP2///AURKAPS1,1,8.55E-01,-2.65E-02
PDSS2,1,8.55E-01,4.86E-02
BPIFB2,1,8.55E-01,6.80E-03
,1,8.55E-01,-5.79E-03
ZBTB10,1,8.56E-01,-1.47E-04
ATP5G2P1,1,8.56E-01,-2.05E-02
LYST,1,8.56E-01,6.01E-02
ARL1,1,8.56E-01,4.30E-02
RAB2A,1,8.56E-01,-2.84E-02
CLMN,1,8.56E-01,-4.63E-02
LOC100506331,1,8.56E-01,1.29E-04
ABCC4,1,8.56E-01,3.20E-02
SRSF3,1,8.56E-01,3.12E-02
,1,8.56E-01,1.22E-04
SLC25A37,1,8.56E-01,3.23E-02
LOC100289518,1,8.56E-01,9.15E-03
,1,8.56E-01,-3.32E-02
FUS,1,8.56E-01,7.39E-02
ZSWIM8-AS1///NDST2,1,8.56E-01,-8.79E-03
RMND1,1,8.56E-01,-5.15E-02
ZNF524,1,8.56E-01,-1.56E-02
,1,8.56E-01,1.29E-04
PLEKHF1,1,8.56E-01,-7.35E-02
,1,8.56E-01,1.24E-04
C3orf20,1,8.56E-01,7.60E-03
FIP1L1,1,8.56E-01,2.11E-02
,1,8.56E-01,1.29E-04
EMSY,1,8.56E-01,2.86E-02
ZNF180,1,8.56E-01,1.61E-02
YPEL2,1,8.56E-01,-3.71E-02
NENF,1,8.56E-01,2.10E-03
KRT222,1,8.56E-01,3.02E-02
SPTB,1,8.56E-01,2.91E-03
ADGRA3,1,8.56E-01,1.94E-02
GFAP,1,8.56E-01,1.24E-04
LOC100507520,1,8.56E-01,2.03E-02
TEX37,1,8.56E-01,-7.93E-03
LOC101928778,1,8.56E-01,1.29E-04
LOC105372550,1,8.56E-01,3.30E-03
LANCL2,1,8.56E-01,-5.44E-02
POU2F2,1,8.56E-01,2.83E-02
ZNF550,1,8.56E-01,4.52E-02
KMO,1,8.56E-01,-3.58E-02
MERTK,1,8.57E-01,7.19E-02
FKBP11,1,8.57E-01,5.82E-02
,1,8.57E-01,2.31E-03
SYNE2,1,8.57E-01,-2.48E-02
PYURF///PIGY,1,8.57E-01,-3.16E-02
MAP3K10,1,8.57E-01,-4.88E-03
ATN1,1,8.57E-01,-1.46E-02
AGPAT2,1,8.57E-01,6.10E-02
PHF23,1,8.57E-01,-4.44E-02
EIF2B4,1,8.57E-01,3.34E-02
CD5L,1,8.57E-01,1.28E-04
ALCAM,1,8.57E-01,-7.75E-02
CEACAM19,1,8.57E-01,1.38E-02
ZNF221,1,8.57E-01,1.28E-04
PCDHA5,1,8.57E-01,1.28E-04
,1,8.57E-01,4.92E-02
,1,8.57E-01,-6.03E-03
BCL10,1,8.57E-01,2.40E-02
,1,8.57E-01,1.70E-02
BPIFA4P,1,8.57E-01,1.96E-02
ATPIF1,1,8.57E-01,3.67E-02
,1,8.57E-01,-2.75E-02
,1,8.57E-01,9.08E-02
BTN3A2///BTN3A3,1,8.57E-01,-7.03E-02
FAAP20,1,8.57E-01,4.03E-03
PPP6R3,1,8.57E-01,3.35E-02
C16orf89,1,8.57E-01,-1.89E-02
LOC101929356///ARL5A,1,8.57E-01,-4.71E-02
NAA40,1,8.57E-01,-2.52E-02
SPPL2A,1,8.57E-01,-4.00E-02
LINC00301,1,8.57E-01,1.28E-03
DUSP10,1,8.57E-01,7.48E-02
MYO1G,1,8.57E-01,-1.84E-02
REPS2,1,8.57E-01,7.80E-02
FOXP4,1,8.57E-01,-5.27E-02
KXD1,1,8.57E-01,-3.03E-02
,1,8.57E-01,-1.42E-02
,1,8.58E-01,-2.22E-03
NPHP3,1,8.58E-01,-4.90E-02
ERICH1,1,8.58E-01,-1.55E-03
LOC101928002,1,8.58E-01,-4.22E-04
ING2,1,8.58E-01,1.27E-04
HADHA,1,8.58E-01,-1.76E-02
VPS53,1,8.58E-01,-1.39E-02
,1,8.58E-01,1.27E-04
LOC101929454,1,8.58E-01,-8.70E-04
GLDC,1,8.58E-01,1.16E-01
SULT1C2,1,8.58E-01,1.75E-02
SYS1,1,8.58E-01,2.83E-02
PLPPR1,1,8.58E-01,4.89E-02
KLHL6,1,8.58E-01,-2.36E-02
NSUN4,1,8.58E-01,-3.20E-02
SSBP3,1,8.58E-01,6.80E-02
PEX2,1,8.58E-01,-6.52E-02
PIAS2,1,8.58E-01,3.61E-02
ITGB4,1,8.58E-01,1.92E-03
ADAM22,1,8.58E-01,1.22E-04
,1,8.58E-01,1.26E-04
LHFPL3,1,8.58E-01,1.26E-04
ATP9B,1,8.58E-01,1.02E-03
CFAP97,1,8.58E-01,3.11E-02
BBS9,1,8.58E-01,2.89E-02
JADE2,1,8.58E-01,-7.12E-02
CDC42BPG,1,8.58E-01,5.02E-03
,1,8.58E-01,4.85E-02
PKD1L2,1,8.58E-01,9.75E-03
FBXO24,1,8.59E-01,-8.49E-04
RPS6KA3,1,8.59E-01,-4.36E-02
,1,8.59E-01,-2.30E-02
PARD6G,1,8.59E-01,-2.39E-03
TSPEAR,1,8.59E-01,1.22E-04
OR5AK4P,1,8.59E-01,8.92E-03
,1,8.59E-01,1.26E-04
UBE2D4,1,8.59E-01,2.84E-02
NOL7,1,8.59E-01,3.06E-02
CD47,1,8.59E-01,5.95E-02
MYO19,1,8.59E-01,-5.82E-02
MSLN,1,8.59E-01,8.02E-02
PHLDA2,1,8.59E-01,-2.10E-03
,1,8.59E-01,7.66E-03
ZNF75D,1,8.59E-01,1.95E-02
DNAJC14,1,8.59E-01,-5.14E-02
GNE,1,8.59E-01,8.40E-02
MOBP,1,8.59E-01,-2.40E-03
TMEM8B,1,8.59E-01,-1.88E-02
IGF2R,1,8.59E-01,-3.29E-02
MTERF3,1,8.59E-01,3.38E-02
SH3BP5,1,8.60E-01,5.70E-02
COL26A1,1,8.60E-01,1.64E-02
,1,8.60E-01,1.25E-04
THEMIS,1,8.60E-01,6.68E-02
,1,8.60E-01,1.25E-04
,1,8.60E-01,9.80E-04
TRMO,1,8.60E-01,2.94E-02
TSPYL6,1,8.60E-01,1.20E-04
,1,8.60E-01,1.25E-04
,1,8.60E-01,-2.65E-02
,1,8.60E-01,2.79E-02
PSMD4,1,8.60E-01,1.43E-02
TMEM144,1,8.60E-01,7.17E-03
DNAJA3,1,8.60E-01,-3.40E-02
ANKUB1,1,8.60E-01,5.10E-04
BBS4,1,8.60E-01,-4.43E-02
,1,8.60E-01,1.25E-04
SOCS3,1,8.60E-01,-4.08E-02
ZDHHC9,1,8.60E-01,-4.27E-02
PROKR2,1,8.60E-01,1.20E-04
SMPX,1,8.60E-01,3.40E-03
,1,8.60E-01,4.56E-04
PML,1,8.60E-01,1.88E-02
LARP4B,1,8.60E-01,-5.29E-02
GP6,1,8.60E-01,-5.87E-03
EXOSC7,1,8.60E-01,2.94E-02
NBN,1,8.60E-01,-8.28E-03
DTNB,1,8.60E-01,-2.54E-03
FAHD1,1,8.60E-01,-4.37E-02
ZNF747,1,8.60E-01,-3.88E-02
KRTAP4-1,1,8.61E-01,1.29E-02
POM121L9P,1,8.61E-01,-3.77E-02
NME5,1,8.61E-01,4.90E-02
WDR93,1,8.61E-01,9.40E-03
MBD1,1,8.61E-01,-3.04E-02
MPHOSPH8,1,8.61E-01,1.23E-04
AFG3L2,1,8.61E-01,-3.17E-02
LOC101928519,1,8.61E-01,1.23E-04
KIR2DL5A,1,8.61E-01,-2.02E-02
,1,8.61E-01,1.19E-04
THRA,1,8.61E-01,1.69E-02
,1,8.61E-01,1.23E-04
MAGEB4,1,8.61E-01,-1.13E-04
FAM175B,1,8.61E-01,4.97E-02
LOC221814,1,8.61E-01,1.26E-02
FAM229A,1,8.61E-01,-1.41E-04
LOC101929272,1,8.61E-01,5.35E-02
HLA-F,1,8.61E-01,-5.96E-02
WDR86-AS1,1,8.61E-01,1.23E-04
MRO,1,8.61E-01,2.36E-03
BTD,1,8.61E-01,-3.84E-02
MAN1B1-AS1,1,8.61E-01,1.46E-02
SMCHD1,1,8.61E-01,3.20E-02
SLC35F4,1,8.62E-01,1.56E-02
LPCAT2,1,8.62E-01,4.72E-02
LINC01134,1,8.62E-01,1.19E-04
CDC40,1,8.62E-01,2.73E-02
SLC9C2,1,8.62E-01,1.23E-04
HCCS,1,8.62E-01,-3.39E-02
KIRREL3-AS2,1,8.62E-01,1.22E-04
ACTR1A,1,8.62E-01,2.88E-02
D21S2088E,1,8.62E-01,8.08E-03
PDE4A,1,8.62E-01,-1.20E-02
LOC100286922,1,8.62E-01,-1.13E-04
SLC38A7,1,8.62E-01,3.59E-02
FARP2,1,8.62E-01,1.22E-04
DRD1,1,8.62E-01,2.78E-02
GET4///SUN1,1,8.62E-01,4.30E-02
TMBIM4,1,8.62E-01,3.54E-03
RABL3,1,8.62E-01,-4.41E-02
CNOT4,1,8.62E-01,-2.81E-03
MAPRE3,1,8.62E-01,-1.85E-02
,1,8.62E-01,1.67E-02
VAMP4,1,8.62E-01,3.18E-02
RAP2B,1,8.62E-01,1.22E-04
,1,8.62E-01,2.28E-02
ACBD6,1,8.62E-01,-3.19E-02
,1,8.63E-01,9.98E-03
EPN1,1,8.63E-01,1.84E-02
FAHD2CP///FAHD2B///FAHD2A,1,8.63E-01,1.22E-04
COG3,1,8.63E-01,-2.34E-02
HEMGN,1,8.63E-01,1.22E-04
JAK3,1,8.63E-01,-2.28E-03
PEX16,1,8.63E-01,-2.25E-02
THOC6,1,8.63E-01,2.02E-02
NTRK2,1,8.63E-01,7.10E-02
ARL10,1,8.63E-01,1.17E-04
ANKRD12,1,8.63E-01,-4.17E-02
CYP4F30P,1,8.63E-01,1.22E-04
PBX2,1,8.63E-01,-3.86E-02
INO80D,1,8.63E-01,4.36E-02
MBP,1,8.63E-01,8.72E-03
LIN37,1,8.63E-01,-4.96E-03
PPP4R3A,1,8.63E-01,2.80E-02
FNDC11,1,8.63E-01,-4.97E-03
LOC101927446///GTPBP10,1,8.63E-01,1.21E-04
LRCH3,1,8.63E-01,4.26E-02
,1,8.63E-01,2.60E-02
PDSS2,1,8.63E-01,-7.54E-02
,1,8.63E-01,1.03E-02
,1,8.63E-01,1.07E-02
,1,8.63E-01,8.98E-04
KCTD7///RABGEF1,1,8.63E-01,-2.38E-02
LDLRAD4-AS1,1,8.63E-01,-1.12E-04
HPN,1,8.63E-01,-1.74E-02
MIR6125///USP15,1,8.63E-01,-3.29E-02
,1,8.63E-01,3.92E-04
HMGXB4,1,8.63E-01,-3.43E-02
TSHZ2,1,8.63E-01,-5.03E-02
ACSS1,1,8.63E-01,1.21E-04
LOC149684///BPI,1,8.64E-01,3.06E-03
HMG20B,1,8.64E-01,-3.01E-02
NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14,1,8.64E-01,-4.12E-02
SLC12A9,1,8.64E-01,-9.83E-04
STAU2-AS1,1,8.64E-01,-8.50E-03
FRG2EP,1,8.64E-01,1.21E-04
SMIM4,1,8.64E-01,1.17E-04
MAP2K5,1,8.64E-01,2.26E-02
,1,8.64E-01,1.21E-04
BBX,1,8.64E-01,-3.36E-02
LOC283454,1,8.64E-01,4.51E-03
TTC3P1///TTC3,1,8.64E-01,3.23E-02
EPN2-IT1///EPN2,1,8.64E-01,5.55E-02
C6orf62,1,8.64E-01,8.23E-02
LOC100294145,1,8.64E-01,1.45E-03
PRPF40A,1,8.64E-01,-2.27E-02
NOL4L,1,8.64E-01,1.02E-02
INHBA-AS1,1,8.64E-01,1.20E-04
PPP1R3F,1,8.64E-01,-1.30E-02
MBLAC2,1,8.64E-01,2.37E-03
ZNF74,1,8.64E-01,2.20E-02
,1,8.64E-01,1.54E-03
,1,8.64E-01,1.20E-04
ZFYVE19,1,8.64E-01,-2.14E-02
PPP2R1B,1,8.64E-01,-4.33E-02
SPOPL,1,8.65E-01,-3.14E-02
EHMT2,1,8.65E-01,-5.83E-03
TMEM67,1,8.65E-01,1.20E-04
SLC15A4,1,8.65E-01,5.14E-02
EPOR,1,8.65E-01,-1.65E-02
OTUD7B,1,8.65E-01,-4.16E-02
TSPYL1,1,8.65E-01,3.65E-02
BMPR2,1,8.65E-01,4.86E-02
,1,8.65E-01,3.03E-03
,1,8.65E-01,1.19E-04
LINC00881,1,8.65E-01,-4.64E-03
,1,8.65E-01,1.15E-04
SYP,1,8.65E-01,-7.15E-03
AJUBA,1,8.65E-01,6.88E-02
,1,8.65E-01,-2.84E-03
ADRA2A,1,8.65E-01,4.70E-02
C3orf52,1,8.65E-01,5.09E-02
PNRC1,1,8.65E-01,3.73E-02
SLC6A19,1,8.65E-01,5.90E-03
,1,8.65E-01,1.19E-04
,1,8.65E-01,-4.37E-03
STAT4,1,8.65E-01,-4.16E-02
LOC102724660///EFCAB3,1,8.65E-01,1.96E-02
LOC100507487,1,8.65E-01,3.01E-02
FRMD8,1,8.65E-01,-7.96E-03
SCFD2,1,8.65E-01,-3.85E-02
SZRD1,1,8.65E-01,-3.41E-02
LOC339803,1,8.65E-01,4.65E-02
MIR4723///TMEM199,1,8.65E-01,-2.36E-02
KLF8,1,8.65E-01,-1.10E-02
TRIM10,1,8.65E-01,1.19E-04
HDAC2,1,8.66E-01,8.30E-03
ANO6,1,8.66E-01,-5.16E-03
,1,8.66E-01,1.19E-04
ZNF516,1,8.66E-01,4.09E-02
FLT4,1,8.66E-01,-1.08E-02
POU2F3,1,8.66E-01,1.18E-04
TLR3,1,8.66E-01,-7.64E-02
AKT1,1,8.66E-01,-3.00E-02
OPA3,1,8.66E-01,-1.25E-02
SNRPA1,1,8.66E-01,2.87E-02
TTC9,1,8.66E-01,-3.51E-02
FOXP1-AS1,1,8.66E-01,1.18E-04
BRE,1,8.66E-01,3.96E-02
SCO1,1,8.66E-01,-7.05E-02
LATS1,1,8.66E-01,3.38E-02
JRKL,1,8.66E-01,-1.13E-03
TIMM13,1,8.66E-01,-1.09E-04
LINC00968,1,8.66E-01,1.18E-04
BAALC,1,8.66E-01,3.94E-02
HKDC1,1,8.66E-01,1.18E-04
,1,8.66E-01,1.17E-04
TBC1D32,1,8.66E-01,-3.49E-02
YME1L1,1,8.66E-01,-1.52E-03
COQ9,1,8.66E-01,1.03E-02
LOC105378577,1,8.66E-01,8.28E-03
SERTAD1,1,8.66E-01,3.10E-02
ELP5,1,8.66E-01,7.92E-02
C19orf43,1,8.66E-01,1.65E-02
CRYZL1,1,8.66E-01,-3.65E-02
FNDC3A,1,8.67E-01,3.77E-02
ODF3,1,8.67E-01,1.05E-02
,1,8.67E-01,1.15E-04
ADAM33,1,8.67E-01,-2.85E-02
CAST,1,8.67E-01,-4.36E-02
SIX3,1,8.67E-01,-6.30E-02
,1,8.67E-01,-2.33E-04
FUS,1,8.67E-01,2.87E-02
FANCA,1,8.67E-01,-3.20E-02
,1,8.67E-01,-2.94E-03
MRPS18A,1,8.67E-01,-4.88E-02
MMP25-AS1,1,8.67E-01,1.17E-04
CDRT1,1,8.67E-01,4.61E-04
PIK3R2,1,8.67E-01,-1.05E-02
LOC101928747///RBMX///SNORD61,1,8.67E-01,-4.70E-02
,1,8.67E-01,-2.83E-02
SOWAHA,1,8.67E-01,-4.21E-02
GNPTAB,1,8.67E-01,-3.44E-02
RPL21P28///SNORA27///SNORD102///RPL21,1,8.67E-01,1.15E-02
NUP107,1,8.67E-01,4.78E-02
ATP5J2,1,8.67E-01,1.16E-02
LSG1,1,8.67E-01,3.62E-02
TTTY14,1,8.67E-01,-4.64E-03
IRF9,1,8.67E-01,5.17E-02
,1,8.67E-01,1.17E-04
ARHGAP33,1,8.68E-01,4.46E-02
ATP5O,1,8.68E-01,2.99E-02
,1,8.68E-01,1.18E-02
,1,8.68E-01,-3.15E-02
,1,8.68E-01,-1.34E-02
LINC00244,1,8.68E-01,-1.16E-03
PPP1R7,1,8.68E-01,3.69E-02
,1,8.68E-01,1.16E-04
FAM224A///FAM224B,1,8.68E-01,-7.62E-02
LOC100506558///MATN2,1,8.68E-01,1.16E-04
GREB1L,1,8.68E-01,-1.27E-02
SNX9,1,8.68E-01,3.39E-02
XK,1,8.68E-01,-1.13E-01
CBL,1,8.68E-01,1.16E-04
PLEKHB2,1,8.68E-01,-4.05E-02
,1,8.68E-01,-9.77E-03
INF2,1,8.68E-01,3.68E-02
,1,8.68E-01,2.69E-02
MIR15A///DLEU2,1,8.68E-01,-2.82E-02
NFATC2,1,8.68E-01,5.99E-02
LARP6,1,8.68E-01,8.95E-02
RBM23,1,8.68E-01,3.32E-02
ZNF316,1,8.68E-01,3.72E-04
PLEKHB1,1,8.69E-01,1.06E-02
ACSM5,1,8.69E-01,1.16E-04
GSE1,1,8.69E-01,-8.85E-02
OTUD4,1,8.69E-01,-2.17E-02
EIF4B,1,8.69E-01,-3.31E-02
NGRN,1,8.69E-01,2.68E-02
ST20-AS1,1,8.69E-01,-2.54E-03
PRKACB,1,8.69E-01,5.04E-02
FGD4,1,8.69E-01,6.06E-02
MRO,1,8.69E-01,-3.06E-03
,1,8.69E-01,-6.30E-02
TXLNGY,1,8.69E-01,-9.96E-02
LINC01431,1,8.69E-01,1.15E-04
ERCC4,1,8.69E-01,5.86E-02
EXD1,1,8.69E-01,2.17E-03
DKFZP434K028,1,8.69E-01,-1.32E-04
ZFP91,1,8.69E-01,-2.67E-02
LOC100507461,1,8.69E-01,-1.07E-04
,1,8.69E-01,1.15E-04
ZBTB7B,1,8.69E-01,-2.21E-03
,1,8.69E-01,1.46E-02
LINC00550,1,8.69E-01,1.15E-04
NT5C,1,8.69E-01,-2.21E-02
,1,8.69E-01,8.04E-03
ANKRD26P3,1,8.69E-01,1.15E-04
KIF5C,1,8.69E-01,5.41E-02
CCDC74B///CCDC74A,1,8.69E-01,1.15E-04
KIR2DL4,1,8.69E-01,-1.04E-03
AMIGO3///GMPPB,1,8.69E-01,6.67E-03
KRIT1,1,8.69E-01,-1.65E-02
NAALADL1,1,8.69E-01,1.52E-02
,1,8.69E-01,-3.67E-02
LPL,1,8.69E-01,6.82E-02
CEP44,1,8.69E-01,-4.58E-02
PZP,1,8.69E-01,7.60E-03
SLC35A2,1,8.69E-01,3.88E-02
,1,8.69E-01,-1.58E-02
ANKRD39,1,8.69E-01,2.87E-02
INTS4,1,8.69E-01,1.14E-04
FAM204A,1,8.69E-01,1.26E-02
COA1,1,8.69E-01,3.01E-02
SRP72,1,8.69E-01,-3.22E-02
IL26,1,8.69E-01,1.15E-04
TIFA,1,8.69E-01,-2.51E-02
RC3H2,1,8.70E-01,3.01E-02
DIAPH3-AS1,1,8.70E-01,1.15E-04
ATP6V1E2,1,8.70E-01,2.19E-02
MECP2,1,8.70E-01,2.74E-02
MED1,1,8.70E-01,2.37E-02
SDCCAG8,1,8.70E-01,2.61E-02
RBBP4,1,8.70E-01,2.86E-02
VTI1A,1,8.70E-01,-1.88E-02
LOC105372526,1,8.70E-01,-9.63E-02
,1,8.70E-01,8.68E-03
,1,8.70E-01,1.14E-04
POLR3H,1,8.70E-01,1.50E-02
IDS,1,8.70E-01,1.09E-04
LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA,1,8.70E-01,-1.98E-02
GANC,1,8.70E-01,-3.68E-02
ROBO4,1,8.70E-01,-3.28E-02
DNAJC21,1,8.70E-01,5.82E-02
LOC100505710,1,8.70E-01,1.14E-04
LOC101928419,1,8.70E-01,-1.54E-02
NONO,1,8.70E-01,-2.08E-02
LOC101929224,1,8.70E-01,1.14E-04
STXBP6,1,8.70E-01,1.14E-04
ENC1,1,8.70E-01,-5.67E-02
OPA1,1,8.70E-01,-4.13E-02
LOC100287413///GLYATL1,1,8.70E-01,1.14E-04
CLIC3,1,8.70E-01,1.39E-01
LOC285902///ZNF479///ZNF273,1,8.70E-01,1.92E-03
LPAR5,1,8.70E-01,5.95E-03
SNORD42A///RPL23A,1,8.70E-01,6.57E-03
SYT9,1,8.70E-01,1.14E-04
PDPR,1,8.70E-01,1.14E-04
GJA9-MYCBP///GJA9///MYCBP,1,8.70E-01,5.44E-02
,1,8.70E-01,1.14E-04
RHOBTB3,1,8.71E-01,6.29E-02
ERVFRD-1,1,8.71E-01,1.13E-04
RPS6KA5,1,8.71E-01,4.44E-02
CELF2-AS1,1,8.71E-01,1.29E-04
FREM3,1,8.71E-01,1.28E-03
IVNS1ABP,1,8.71E-01,-3.72E-02
PSMB6,1,8.71E-01,-2.80E-02
LOC101928457,1,8.71E-01,5.06E-03
,1,8.71E-01,1.00E-02
NUCKS1,1,8.71E-01,-2.46E-02
,1,8.71E-01,-7.31E-03
MIPEP,1,8.71E-01,-2.08E-02
KBTBD4,1,8.71E-01,2.03E-02
,1,8.71E-01,2.64E-03
SERTAD4,1,8.71E-01,7.74E-02
UBE2D1,1,8.71E-01,-8.53E-04
ACRV1,1,8.71E-01,6.02E-03
PYCRL,1,8.71E-01,1.60E-02
,1,8.71E-01,1.95E-03
AKAP12,1,8.71E-01,4.99E-02
ZNF470,1,8.71E-01,-9.06E-03
CDO1,1,8.71E-01,5.67E-03
NUP210P1,1,8.71E-01,-2.82E-03
CDC5L,1,8.71E-01,2.67E-02
LINC00870,1,8.71E-01,1.13E-04
,1,8.71E-01,2.89E-02
,1,8.72E-01,-1.56E-02
,1,8.72E-01,-1.27E-02
DSTYK,1,8.72E-01,4.16E-03
SLC35D2,1,8.72E-01,-5.75E-03
EPPK1,1,8.72E-01,3.72E-03
JMJD1C,1,8.72E-01,1.12E-04
INPPL1,1,8.72E-01,4.05E-02
ATP5S,1,8.72E-01,-5.42E-02
HDAC7,1,8.72E-01,-1.04E-04
C8orf76,1,8.72E-01,4.57E-02
C7orf34,1,8.72E-01,6.83E-04
PMM1,1,8.72E-01,-2.82E-02
,1,8.72E-01,-1.11E-02
,1,8.72E-01,1.52E-02
EEA1,1,8.72E-01,-3.59E-02
VWA3B,1,8.72E-01,-1.04E-04
RANBP17,1,8.72E-01,-6.99E-03
MPP7,1,8.72E-01,5.11E-02
,1,8.72E-01,-1.04E-04
,1,8.72E-01,-1.68E-02
RPL29,1,8.72E-01,1.87E-02
CERS6,1,8.72E-01,-3.91E-02
C9orf116,1,8.72E-01,1.89E-02
B4GALNT2,1,8.72E-01,1.35E-03
CFAP221,1,8.72E-01,1.12E-04
,1,8.72E-01,-6.22E-02
INVS///WSB1,1,8.72E-01,-1.83E-02
FCAR,1,8.72E-01,1.66E-03
,1,8.72E-01,1.23E-03
ENTHD1,1,8.72E-01,1.12E-04
SLC26A4-AS1,1,8.72E-01,1.12E-04
,1,8.73E-01,-3.04E-02
MATN1,1,8.73E-01,7.90E-03
SRSF10,1,8.73E-01,2.31E-02
ICMT,1,8.73E-01,1.11E-04
,1,8.73E-01,1.11E-04
,1,8.73E-01,9.05E-03
ZNF625-ZNF20///ZNF625,1,8.73E-01,-2.95E-02
FAM179A,1,8.73E-01,7.97E-04
DLEU2,1,8.73E-01,-4.07E-02
PRR7,1,8.73E-01,-1.38E-02
SLC38A7,1,8.73E-01,-2.43E-02
,1,8.73E-01,7.08E-04
CYP2A6,1,8.73E-01,-4.67E-03
KCNQ3,1,8.73E-01,3.17E-03
ZDHHC21,1,8.73E-01,-2.72E-03
SERPINI1,1,8.73E-01,5.33E-02
EPHB4,1,8.73E-01,-4.62E-02
HSPC081,1,8.73E-01,1.39E-03
SNRPA1,1,8.73E-01,-3.16E-02
POU6F1,1,8.73E-01,5.83E-03
,1,8.73E-01,4.51E-03
TIAM1,1,8.73E-01,2.34E-02
CELSR2,1,8.73E-01,5.42E-02
UBQLN2,1,8.73E-01,4.68E-02
LOC100293211,1,8.73E-01,6.02E-02
PRR29,1,8.73E-01,-9.70E-03
RAB12,1,8.73E-01,-2.34E-02
HDAC2,1,8.73E-01,3.10E-02
PTCSC1,1,8.73E-01,1.41E-02
PPP1R16B,1,8.73E-01,-2.76E-02
,1,8.73E-01,2.13E-02
ASAH1,1,8.73E-01,-6.53E-02
C11orf57,1,8.74E-01,3.48E-02
ARHGEF1,1,8.74E-01,-2.35E-02
LPAR1,1,8.74E-01,7.67E-02
,1,8.74E-01,7.92E-03
,1,8.74E-01,-1.05E-02
LIPI,1,8.74E-01,1.10E-04
LYRM5,1,8.74E-01,-1.88E-02
,1,8.74E-01,1.10E-04
PELO,1,8.74E-01,6.78E-03
VNN3,1,8.74E-01,1.10E-04
LOC100130264,1,8.74E-01,-1.31E-02
ANKRD34C,1,8.74E-01,1.10E-04
PRSS36,1,8.74E-01,2.10E-04
CHCHD5,1,8.74E-01,-4.81E-02
DFFA,1,8.74E-01,-3.89E-02
UNKL,1,8.74E-01,-1.84E-02
SLC27A3,1,8.74E-01,-5.08E-02
CD58,1,8.74E-01,-5.34E-02
CPO,1,8.74E-01,1.10E-04
,1,8.74E-01,1.10E-04
LRRC61,1,8.74E-01,2.81E-02
SLC6A14,1,8.74E-01,-9.57E-02
HHLA1,1,8.74E-01,1.07E-04
,1,8.74E-01,1.78E-02
DDX11,1,8.74E-01,-3.14E-02
PAX4,1,8.74E-01,1.10E-04
DUSP13,1,8.74E-01,-8.06E-03
IQSEC3,1,8.74E-01,1.10E-04
KLHL23,1,8.74E-01,-4.43E-02
CCDC59,1,8.74E-01,-2.84E-02
ZBTB33,1,8.75E-01,2.85E-02
,1,8.75E-01,1.09E-04
P2RX5,1,8.75E-01,4.60E-02
COA1,1,8.75E-01,2.76E-02
LRRFIP1,1,8.75E-01,8.88E-03
TBKBP1,1,8.75E-01,-7.04E-03
RPL15,1,8.75E-01,-2.37E-02
KDELR1,1,8.75E-01,2.10E-02
CACNB4,1,8.75E-01,1.23E-02
POM121,1,8.75E-01,-4.94E-03
,1,8.75E-01,-6.35E-02
ALDH7A1,1,8.75E-01,-2.44E-02
LOC101928907,1,8.75E-01,1.09E-04
NGRN,1,8.75E-01,3.85E-02
ZNF154,1,8.75E-01,-4.56E-03
FLT3LG,1,8.75E-01,3.41E-02
TNIK,1,8.75E-01,-3.78E-02
WDR48,1,8.75E-01,-4.05E-02
FGFR1,1,8.75E-01,-2.99E-02
LOC100288570,1,8.75E-01,-2.00E-02
LOC105377925,1,8.75E-01,1.09E-04
RIBC2,1,8.75E-01,2.71E-02
NMT2,1,8.75E-01,-3.33E-02
LDAH,1,8.75E-01,4.53E-02
,1,8.75E-01,1.08E-04
MIR205HG,1,8.75E-01,-4.23E-02
PCAT7,1,8.75E-01,-2.26E-02
LRP5,1,8.75E-01,1.09E-04
POLE,1,8.75E-01,-2.78E-02
IQCE,1,8.75E-01,2.14E-02
LOC284939///MAPK8IP2,1,8.75E-01,-2.49E-03
CPEB2-AS1,1,8.75E-01,1.08E-04
IFT80,1,8.75E-01,2.94E-03
MAP1LC3A,1,8.75E-01,2.78E-02
MICAL1,1,8.75E-01,4.16E-02
,1,8.75E-01,2.56E-03
MIR142,1,8.75E-01,-2.71E-02
SLC12A7,1,8.76E-01,-4.84E-02
SLFN5,1,8.76E-01,6.00E-02
TMEM229B,1,8.76E-01,-8.37E-04
UBE2E1,1,8.76E-01,1.04E-02
DNAJC28,1,8.76E-01,-1.35E-02
NAGA,1,8.76E-01,3.13E-02
TCF15,1,8.76E-01,2.62E-02
FLJ90680,1,8.76E-01,1.08E-04
GH2,1,8.76E-01,-1.00E-03
GJB1,1,8.76E-01,1.90E-02
IFT74,1,8.76E-01,-5.22E-02
,1,8.76E-01,-2.60E-02
